Roma,Napoli,225
Roma,Firenze,274
Roma,Bologna,377
Roma,Genova,501
Roma,Milano,572
Milano,Torino,145
Milano,Genova,145
Milano,Bologna,215
Firenze,Bologna,104
Firenze,Genova,230
Napoli,Bari,263
Bologna,Genova,195
Venezia,Milano,270
Venezia,Bologna,153
Venezia,Firenze,257
